Output repo commit message	Output repo branch	Output repo commit hash	Project repo commit hash	Project repo folder name	Project repo remotes	Python sys args	Tags
Generate and analyse example data; 	2023-12-19_10-43-15_output_from_master_86541bc	57152577b2416d757078cf7524331c2f51509901	86541bcabf462fc46e3dad37d74cfc48aa60958b	demonstratio_repo	['https://github.com/ronald-jaepel/workshop_demo']	['C:\\Users\\ronal\\PycharmProjects\\CADETRDM\\tmp\\demonstration.py']	
